cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026,validation_label,notes
2020,COMMERCIAL DEVELOPMENT,28,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY16,COM.6D,,2021,2021,See description under line item 6.,See description under line item 6.,,9168.0,9168.0,,,,,,,
2020,COMMERCIAL DEVELOPMENT,28,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY14,COM.6F,,2021,2021,See description under line item 6.,See description under line item 6.,,1669.0,1669.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Lower Schuylkill River Industrial District,COM.7.1,,2021,2021,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,,1000.0,1000.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Industrial Districts-FY17,COM.7A,,2021,2021,See description under line item 7.,See description under line item 7.,,3000.0,3000.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2025,2026,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,2000.0,,,,,1000.0,1000.0,,
2020,INDUSTRIAL DEVELOPMENT,30,COMMERCE,Navy Yard Infrastructure Improvements-FY17,COM.8B,,2021,2021,See description under line item 8.,See description under line item 8.,,8200.0,8200.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,30,COMMERCE,Environmental Assessment/Remediation,COM.9.1,,2025,2026,Provide environmental assessment and remedial assistance City properties with contamination issues.,Provide environmental assessment and remedial assistance City properties with contamination issues.,,1000.0,,,,,500.0,500.0,,
2020,INDUSTRIAL DEVELOPMENT,30,COMMERCE,"Improvements, Engineering and Administration",COM.10.1,,2021,2021,"Conduct engineering, architectural, and environmental related to land acquisition and development.","Conduct engineering, architectural, and environmental related to land acquisition and development.",,5000.0,5000.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,31,COMMERCE,Acquisition and Improvements,COM.11.1,,2021,2021,Purchase and improve industrial sites throughout Philadelphia.,Purchase and improve industrial sites throughout Philadelphia.,,12000.0,12000.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,31,COMMERCE,PIDC Landbank Acquisition & Improvements-FY19,COM.11A,,2021,2021,See description under line item 11.,See description under line item 11.,,3000.0,3000.0,,,,,,,
2020,INDUSTRIAL DEVELOPMENT,31,COMMERCE,PIDC Landbank Acquisition & Improvements-FY18,COM.11B,,2021,2021,See description under line item 11.,See description under line item 11.,,3000.0,3000.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,32,COMMERCE,Penn's Landing Improvements,COM.12.1,,2022,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,60000.0,,20000.0,20000.0,20000.0,,,,
2020,WATERFRONT IMPROVEMENTS,32,COMMERCE,Master Plan Implementation,COM.12.2,,2024,2026,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,,,,1000.0,1000.0,1000.0,,
2020,WATERFRONT IMPROVEMENTS,32,COMMERCE,General Site Improvements,COM.12.3,,2024,2026,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,1500.0,,,,500.0,500.0,500.0,,
2020,WATERFRONT IMPROVEMENTS,32,COMMERCE,Central Delaware River Waterfront-FY17,COM.12B,,2021,2021,See description under line item 12.,See description under line item 12.,,16160.0,16160.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,33,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2021,2024,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,30000.0,22000.0,6000.0,1000.0,1000.0,,,,
2020,WATERFRONT IMPROVEMENTS,33,COMMERCE,Schuylkill River Waterfront-FY19,COM.13B,,2021,2021,See description under line item 13.,See description under line item 13.,,5000.0,5000.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,34,COMMERCE,Schuylkill River Waterfront-FY16,COM.13D,,2021,2021,See description under line item 13.,See description under line item 13.,,1500.0,1500.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,34,COMMERCE,North Delaware River Waterfront,COM.14.1,,2025,2026,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,2000.0,,,,,1000.0,1000.0,,
2020,WATERFRONT IMPROVEMENTS,34,COMMERCE,North Delaware River Waterfront-FY20,COM.14A,,2021,2021,See description under line item 14.,See description under line item 14.,,750.0,750.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,34,COMMERCE,North Delaware River Waterfront-FY19,COM.14B,,2021,2021,See description under line item 14.,See description under line item 14.,,500.0,500.0,,,,,,,
2020,WATERFRONT IMPROVEMENTS,35,COMMERCE,North Delaware River Waterfront-FY16,COM.14D,,2021,2021,See description under line item 14.,See description under line item 14.,,850.0,850.0,,,,,,,
2020,CAPITAL PROJECTS,38,FINANCE,Administration - ITEF,FIN.15.1,,2021,2026,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,5754.0,754.0,1000.0,1000.0,1000.0,1000.0,1000.0,,
2020,CAPITAL PROJECTS,38,FINANCE,Improvements to Facilities-FY20,FIN.15A,,2021,2021,See description under line item 15.,See description under line item 15.,,15151.0,15151.0,,,,,,,
2020,CAPITAL PROJECTS,38,FINANCE,Improvements to Facilities-FY19,FIN.15B,,2021,2021,See description under line item 15.,See description under line item 15.,,6986.0,6986.0,,,,,,,
2020,CAPITAL PROJECTS,39,FINANCE,Improvements to Facilities-FY17,FIN.15D,,2021,2021,See description under line item 15.,See description under line item 15.,,1112.0,1112.0,,,,,,,
2020,CAPITAL PROJECTS,39,FINANCE,Improvements to Facilities-FY15,FIN.15F,,2021,2021,See description under line item 15.,See description under line item 15.,,359.0,359.0,,,,,,,
2020,CAPITAL PROJECTS,39,FINANCE,Improvements to Facilities-FY14,FIN.15G,,2021,2021,See description under line item 15.,See description under line item 15.,,140.0,140.0,,,,,,,
2020,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD1,FIN.16.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD1-FY19,FIN.16B,,2021,2021,See description under line item 16.,See description under line item 16.,,508.0,508.0,,,,,,,
2020,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD1-FY17,FIN.16D,,2021,2021,See description under line item 16.,See description under line item 16.,,210.0,210.0,,,,,,,
2020,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD1-FY15,FIN.16F,,2021,2021,See description under line item 16.,See description under line item 16.,,70.0,70.0,,,,,,,
2020,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD1-FY13,FIN.16H,,2021,2021,See description under line item 16.,See description under line item 16.,,2.0,2.0,,,,,,,
2020,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD2,FIN.17.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD2-FY19,FIN.17B,,2021,2021,See description under line item 17.,See description under line item 17.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD2-FY17,FIN.17D,,2021,2021,See description under line item 17.,See description under line item 17.,,86.0,86.0,,,,,,,
2020,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD2-FY16,FIN.17E,,2021,2021,See description under line item 17.,See description under line item 17.,,40.0,40.0,,,,,,,
2020,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD2-FY15,FIN.17F,,2021,2021,See description under line item 17.,See description under line item 17.,,225.0,225.0,,,,,,,
2020,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD2-FY13,FIN.17H,,2021,2021,See description under line item 17.,See description under line item 17.,,9.0,9.0,,,,,,,
2020,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD2-FY11,FIN.17J,,2021,2021,See description under line item 17.,See description under line item 17.,,141.0,141.0,,,,,,,
2020,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD2-FY10,FIN.17K,,2021,2021,See description under line item 17.,See description under line item 17.,,1.0,1.0,,,,,,,
2020,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD3,FIN.18.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD3-FY19,FIN.18B,,2021,2021,See description under line item 18.,See description under line item 18.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD3-FY17,FIN.18D,,2021,2021,See description under line item 18.,See description under line item 18.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD3-FY15,FIN.18F,,2021,2021,See description under line item 18.,See description under line item 18.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD3-FY13,FIN.18H,,2021,2021,See description under line item 18.,See description under line item 18.,,166.0,166.0,,,,,,,
2020,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD3-FY12,FIN.18I,,2021,2021,See description under line item 18.,See description under line item 18.,,9.0,9.0,,,,,,,
2020,CAPITAL PROJECTS,46,FINANCE,City Council - ITEF CD4,FIN.19.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2870.0,320.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,46,FINANCE,City Council - ITEF CD4-FY19,FIN.19B,,2021,2021,See description under line item 19.,See description under line item 19.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,47,FINANCE,City Council - ITEF CD4-FY16,FIN.19E,,2021,2021,See description under line item 19.,See description under line item 19.,,47.0,47.0,,,,,,,
2020,CAPITAL PROJECTS,47,FINANCE,City Council - ITEF CD4-FY14,FIN.19G,,2021,2021,See description under line item 19.,See description under line item 19.,,266.0,266.0,,,,,,,
2020,CAPITAL PROJECTS,47,FINANCE,City Council - ITEF CD4-FY13,FIN.19H,,2021,2021,See description under line item 19.,See description under line item 19.,,27.0,27.0,,,,,,,
2020,CAPITAL PROJECTS,47,FINANCE,City Council - ITEF CD4-FY00,FIN.19I,,2021,2021,See description under line item 19.,See description under line item 19.,,70.0,70.0,,,,,,,
2020,CAPITAL PROJECTS,48,FINANCE,City Council - ITEF CD5,FIN.20.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,48,FINANCE,City Council - ITEF CD5-FY19,FIN.20B,,2021,2021,See description under line item 20.,See description under line item 20.,,2010.0,2010.0,,,,,,,
2020,CAPITAL PROJECTS,48,FINANCE,City Council - ITEF CD5-FY17,FIN.20D,,2021,2021,See description under line item 20.,See description under line item 20.,,410.0,410.0,,,,,,validated,
2020,CAPITAL PROJECTS,49,FINANCE,City Council - ITEF CD5-FY15,FIN.20F,,2021,2021,See description under line item 20.,See description under line item 20.,,366.0,366.0,,,,,,,
2020,CAPITAL PROJECTS,49,FINANCE,City Council - ITEF CD5-FY13,FIN.20H,,2021,2021,See description under line item 20.,See description under line item 20.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,49,FINANCE,City Council - ITEF CD5-FY12,FIN.20I,,2021,2021,See description under line item 20.,See description under line item 20.,,210.0,210.0,,,,,,,
2020,CAPITAL PROJECTS,49,FINANCE,City Council - ITEF CD5-FY11,FIN.20J,,2021,2021,See description under line item 20.,See description under line item 20.,,56.0,56.0,,,,,,,
2020,CAPITAL PROJECTS,50,FINANCE,City Council - ITEF CD6,FIN.21.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,50,FINANCE,City Council - ITEF CD6-FY20,FIN.21A,,2021,2021,See description under line item 21.,See description under line item 21.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,50,FINANCE,City Council - ITEF CD6-FY19,FIN.21B,,2021,2021,See description under line item 21.,See description under line item 21.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,50,FINANCE,City Council - ITEF CD6-FY18,FIN.21C,,2021,2021,See description under line item 21.,See description under line item 21.,,422.0,422.0,,,,,,,
2020,CAPITAL PROJECTS,51,FINANCE,City Council - ITEF CD6-FY16,FIN.21E,,2021,2021,See description under line item 21.,See description under line item 21.,,119.0,119.0,,,,,,,
2020,CAPITAL PROJECTS,51,FINANCE,City Council - ITEF CD6-FY14,FIN.21G,,2021,2021,See description under line item 21.,See description under line item 21.,,91.0,91.0,,,,,,,
2020,CAPITAL PROJECTS,51,FINANCE,City Council - ITEF CD6-FY13,FIN.21H,,2021,2021,See description under line item 21.,See description under line item 21.,,57.0,57.0,,,,,,,
2020,CAPITAL PROJECTS,51,FINANCE,City Council - ITEF CD6-FY12,FIN.21I,,2021,2021,See description under line item 21.,See description under line item 21.,,45.0,45.0,,,,,,,
2020,CAPITAL PROJECTS,52,FINANCE,City Council - ITEF CD6-FY09,FIN.21K,,2021,2021,See description under line item 21.,See description under line item 21.,,15.0,15.0,,,,,,,
2020,CAPITAL PROJECTS,52,FINANCE,City Council - ITEF CD7,FIN.22.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,52,FINANCE,City Council - ITEF CD7-FY20,FIN.22A,,2021,2021,See description under line item 22.,See description under line item 22.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,52,FINANCE,City Council - ITEF CD7-FY19,FIN.22B,,2021,2021,See description under line item 22.,See description under line item 22.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,53,FINANCE,City Council - ITEF CD7-FY17,FIN.22D,,2021,2021,See description under line item 22.,See description under line item 22.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,53,FINANCE,City Council - ITEF CD7-FY15,FIN.22F,,2021,2021,See description under line item 22.,See description under line item 22.,,4.0,4.0,,,,,,,
2020,CAPITAL PROJECTS,53,FINANCE,City Council - ITEF CD7-FY14,FIN.22G,,2021,2021,See description under line item 22.,See description under line item 22.,,79.0,79.0,,,,,,,
2020,CAPITAL PROJECTS,53,FINANCE,City Council - ITEF CD7-FY13,FIN.22H,,2021,2021,See description under line item 22.,See description under line item 22.,,35.0,35.0,,,,,,,
2020,CAPITAL PROJECTS,54,FINANCE,City Council - ITEF CD7-FY11,FIN.22J,,2021,2021,See description under line item 22.,See description under line item 22.,,15.0,15.0,,,,,,,
2020,CAPITAL PROJECTS,54,FINANCE,City Council - ITEF CD8,FIN.23.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,54,FINANCE,City Council - ITEF CD8-FY20,FIN.23A,,2021,2021,See description under line item 23.,See description under line item 23.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,55,FINANCE,City Council - ITEF CD8-FY18,FIN.23C,,2021,2021,See description under line item 23.,See description under line item 23.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,55,FINANCE,City Council - ITEF CD8-FY16,FIN.23E,,2021,2021,See description under line item 23.,See description under line item 23.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,55,FINANCE,City Council - ITEF CD8-FY15,FIN.23F,,2021,2021,See description under line item 23.,See description under line item 23.,,284.0,284.0,,,,,,,
2020,CAPITAL PROJECTS,55,FINANCE,City Council - ITEF CD8-FY14,FIN.23G,,2021,2021,See description under line item 23.,See description under line item 23.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,56,FINANCE,City Council - ITEF CD8-FY12,FIN.23I,,2021,2021,See description under line item 23.,See description under line item 23.,,109.0,109.0,,,,,,,
2020,CAPITAL PROJECTS,56,FINANCE,City Council - ITEF CD8-FY10,FIN.23K,,2021,2021,See description under line item 23.,See description under line item 23.,,20.0,20.0,,,,,,,
2020,CAPITAL PROJECTS,56,FINANCE,City Council - ITEF CD8-FY09,FIN.23L,,2021,2021,See description under line item 23.,See description under line item 23.,,32.0,32.0,,,,,,,
2020,CAPITAL PROJECTS,56,FINANCE,City Council - ITEF CD8-FY06,FIN.23M,,2021,2021,See description under line item 23.,See description under line item 23.,,2.0,2.0,,,,,,,
2020,CAPITAL PROJECTS,57,FINANCE,City Council - ITEF CD9,FIN.24.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2905.0,355.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,57,FINANCE,City Council - ITEF CD9-FY19,FIN.24B,,2021,2021,See description under line item 24.,See description under line item 24.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,57,FINANCE,City Council - ITEF CD9-FY17,FIN.24D,,2021,2021,See description under line item 24.,See description under line item 24.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,58,FINANCE,City Council - ITEF CD9-FY15,FIN.24F,,2021,2021,See description under line item 24.,See description under line item 24.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,58,FINANCE,City Council - ITEF CD9-FY13,FIN.24H,,2021,2021,See description under line item 24.,See description under line item 24.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,58,FINANCE,City Council - ITEF CD9-FY12,FIN.24I,,2021,2021,See description under line item 24.,See description under line item 24.,,17.0,17.0,,,,,,,
2020,CAPITAL PROJECTS,58,FINANCE,City Council - ITEF CD9-FY11,FIN.24J,,2021,2021,See description under line item 24.,See description under line item 24.,,29.0,29.0,,,,,,,
2020,CAPITAL PROJECTS,59,FINANCE,City Council - ITEF CD10,FIN.25.1,,2021,2026,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,2805.0,255.0,510.0,510.0,510.0,510.0,510.0,,
2020,CAPITAL PROJECTS,59,FINANCE,City Council - ITEF CD10-FY19,FIN.25B,,2021,2021,See description under line item 25.,See description under line item 25.,,510.0,510.0,,,,,,,
2020,CAPITAL PROJECTS,59,FINANCE,City Council - ITEF CD10-FY17,FIN.25D,,2021,2021,See description under line item 25.,See description under line item 25.,,410.0,410.0,,,,,,,
2020,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD10-FY15,FIN.25F,,2021,2021,See description under line item 25.,See description under line item 25.,,6.0,6.0,,,,,,,
2020,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD10-FY12,FIN.25H,,2021,2021,See description under line item 25.,See description under line item 25.,,2.0,2.0,,,,,,,
2020,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD10-FY11,FIN.25I,,2021,2021,See description under line item 25.,See description under line item 25.,,71.0,71.0,,,,,,,
2020,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD10-FY06,FIN.25J,,2021,2021,See description under line item 25.,See description under line item 25.,,45.0,45.0,,,,,,,
2020,FIRE FACILITIES,64,FIRE,Fire Academy Training Complex- Replacement and,FIRE.26.1,,2025,2026,Design and construct a new Fire Academy complex.,Design and construct a new Fire Academy complex.,,12000.0,,,,,7000.0,5000.0,,
2020,FIRE FACILITIES,64,FIRE,"Fire Facilties: Mechanical, Electrical, and Plumbling",FIRE.26.2,,2021,2026,"Mechanical, electrical, and plumbing improvements","Mechanical, electrical, and plumbing improvements",,17250.0,2250.0,3000.0,3000.0,3000.0,3000.0,3000.0,,
2020,FIRE FACILITIES,64,FIRE,"Fire Station Renovations - Ramps, Sidewalks, Paving",FIRE.26.3,,2021,2026,Design and construct concrete site work.,Design and construct concrete site work.,,5250.0,250.0,1000.0,1000.0,1000.0,1000.0,1000.0,,
2020,FIRE FACILITIES,64,FIRE,Fire Facility Exterior Window and Door Improvements,FIRE.26.4,,2022,2026,Design and construct Fire Facility exterior improvements.,Design and construct Fire Facility exterior improvements.,,5000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,
2020,FIRE FACILITIES,64,FIRE,Roof Replacements,FIRE.26.5,,2022,2026,Design and construct roof replacements.,Design and construct roof replacements.,,5000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,
2020,FIRE FACILITIES,64,FIRE,Fire Facilities Kitchens/Bathroom Restoration,FIRE.26.6,,2021,2021,Renovate kitchen and bathroom facilities at various fire,Renovate kitchen and bathroom facilities at various fire,,250.0,250.0,,,,,,,
2020,FIRE FACILITIES,64,FIRE,Fire Facilities - Exterior renovation,FIRE.26.7,,2021,2021,Exterior renovations,Exterior renovations,,250.0,250.0,,,,,,validated,
2020,FIRE FACILITIES,65,FIRE,Structural Renovations,FIRE.26.8,,2021,2021,Structural Renovations,Structural Renovations,,1000.0,1000.0,,,,,,,
2020,FIRE FACILITIES,65,FIRE,Fire Department Interior and Exterior Renovations-FY19,FIRE.26B,,2021,2021,See description under line item 26.,See description under line item 26.,,1776.0,1776.0,,,,,,,
2020,FIRE FACILITIES,65,FIRE,Fire Department Interior and Exterior Renovations-FY17,FIRE.26D,,2021,2021,See description under line item 26.,See description under line item 26.,,515.0,515.0,,,,,,,
2020,FIRE FACILITIES,66,FIRE,Fire Department Interior and Exterior Renovations-FY15,FIRE.26F,,2021,2021,See description under line item 26.,See description under line item 26.,,33.0,33.0,,,,,,,
2020,CAPITAL PROJECTS,68,FIRE,Interior and Exterior Improvements,FIRE.27.1,,2021,2026,"Perform various interior and exterior improvements, including CNG repair facility and HVAC and equipment improvements various Fleet Management garages.","Perform various interior and exterior improvements, including CNG repair facility and HVAC and equipment improvements various Fleet Management garages.",,5500.0,1000.0,500.0,1000.0,1000.0,1000.0,1000.0,,
2020,CAPITAL PROJECTS,68,FIRE,Fleet Management Facilities-FY19,FIRE.27A,,2021,2021,See description under line item 27.,See description under line item 27.,,174.0,174.0,,,,,,,
2020,CAPITAL PROJECTS,68,FIRE,Fleet Management Facilities-FY18,FIRE.27B,,2021,2021,See description under line item 27.,See description under line item 27.,,458.0,458.0,,,,,,,
2020,CAPITAL PROJECTS,68,FIRE,Fuel Tank Replacement,FIRE.28.1,,2021,2026,Replace automotive fuel tanks and piping.,Replace automotive fuel tanks and piping.,,5500.0,1000.0,500.0,1000.0,1000.0,1000.0,1000.0,,
2020,CAPITAL PROJECTS,69,FIRE,Fuel Site Environmental Remediation,FIRE.28.2,,2021,2026,Remediate contaminated sites including testing and clean groundwater and disposal of contaminated soil.,Remediate contaminated sites including testing and clean groundwater and disposal of contaminated soil.,,2950.0,450.0,500.0,500.0,500.0,500.0,500.0,,
2020,CAPITAL PROJECTS,69,FIRE,Fuel Dispensing & Monitoring,FIRE.28.3,,2022,2023,Replace fuel dispensing systems with more efficient and improved monitoring technology.,Replace fuel dispensing systems with more efficient and improved monitoring technology.,,4500.0,,1500.0,3000.0,,,,,
2020,CAPITAL PROJECTS,69,FIRE,Fuel Tank Replacement-FY20,FIRE.28A,,2021,2021,See description under line item 28.,See description under line item 28.,,3408.0,3408.0,,,,,,,
2020,CAPITAL PROJECTS,69,FIRE,Fuel Tank Replacement-FY19,FIRE.28B,,2021,2021,See description under line item 28.,See description under line item 28.,,250.0,250.0,,,,,,,
2020,CAPITAL PROJECTS,69,FIRE,Fuel Tank Replacement-FY17,FIRE.28D,,2021,2021,See description under line item 28.,See description under line item 28.,,188.0,188.0,,,,,,,
